Temperature,Humidity,Moisture,Soil Type,Nitrogen,pH,Crop Type
13.6,63.6,55.7,loamy,85.0,5.81,Potato
16.6,41.0,38.8,loamy,124.3,6.51,Cherry
10.6,62.2,18.5,sandy,55.7,5.92,Rye
26.9,72.0,65.9,sandy,179.4,5.73,Tomato
20.6,59.7,44.0,loamy,210.3,7.88,Sugar Beet
14.8,60.3,51.2,loamy,115.8,5.84,Oats
21.2,76.7,68.5,loamy,204.3,6.49,Tomato
11.1,61.5,23.1,loamy,77.9,6.08,Rye
16.2,52.6,30.3,sandy,92.6,6.78,Cherry
22.5,57.0,60.9,black,166.8,5.95,Corn
19.1,65.9,48.5,loamy,167.2,6.77,Wheat
9.2,76.4,42.0,loamy,103.4,5.52,Oats
21.9,50.2,26.3,black,139.1,6.28,Sunflower
17.7,70.7,55.0,clayey,104.0,6.52,Wheat
24.3,46.0,32.4,loamy,105.8,7.14,Sunflower
23.6,74.0,54.3,loamy,118.2,6.81,Soybean
16.8,57.1,30.4,sandy,110.4,6.71,Cherry
15.3,69.8,31.3,sandy,180.9,6.77,Wheat
8.4,56.1,12.1,loamy,52.1,5.97,Rye
22.5,72.6,47.6,loamy,107.6,6.5,Soybean
13.4,68.2,34.0,clayey,199.6,6.59,Rapeseed
25.4,43.6,28.4,sandy,124.3,6.69,Peach
21.6,58.2,52.6,loamy,226.3,5.96,Corn
23.0,61.0,53.3,sandy,133.4,6.39,Corn
18.7,81.7,57.3,sandy,130.5,5.73,Potato
9.7,61.7,27.5,black,67.8,6.38,Barley
25.6,42.3,13.2,loamy,109.4,6.62,Peach
23.4,43.5,36.0,black,116.8,6.32,Sunflower
10.9,65.9,33.2,sandy,125.3,7.21,Barley
17.9,56.1,50.5,loamy,123.4,6.94,Sugar Beet
17.4,63.6,44.2,loamy,224.0,6.95,Sugar Beet
19.0,57.0,46.3,loamy,199.7,6.32,Corn
25.6,39.7,21.5,sandy,99.0,6.04,Peach
15.4,61.6,44.4,red,164.1,5.92,Rapeseed
23.4,47.6,11.4,loamy,82.0,6.49,Peach
25.4,76.1,59.9,sandy,175.5,6.02,Tomato
19.9,58.1,48.1,loamy,203.6,7.19,Sugar Beet
19.0,81.5,57.1,loamy,102.3,5.44,Potato
12.8,58.0,32.1,clayey,67.9,6.8,Barley
20.0,55.5,47.2,loamy,199.9,6.57,Corn
26.4,75.7,70.0,sandy,148.7,5.78,Tomato
26.4,45.7,38.4,loamy,110.7,6.73,Sunflower
20.1,44.0,23.4,black,158.6,6.56,Sunflower
26.2,40.8,22.7,black,126.6,6.52,Peach
19.6,80.3,55.3,loamy,155.0,5.45,Potato
16.7,51.3,41.3,loamy,206.7,7.23,Sugar Beet
23.5,47.1,23.4,black,120.3,6.22,Sunflower
18.7,55.8,57.3,clayey,206.8,6.33,Corn
21.1,48.6,26.9,loamy,157.9,6.94,Sunflower
10.0,58.3,24.3,sandy,72.0,5.69,Rye
17.7,71.2,63.1,sandy,94.2,5.59,Potato
20.4,44.9,27.5,loamy,99.8,6.77,Sunflower
14.7,46.9,25.1,sandy,85.6,6.1,Cherry
21.6,51.6,18.2,black,97.4,7.26,Sunflower
19.1,63.2,42.0,loamy,173.7,6.99,Sugar Beet
12.8,50.5,27.3,clayey,91.6,6.7,Barley
24.3,64.1,54.7,loamy,139.8,6.05,Corn
28.9,42.5,25.9,loamy,124.3,6.68,Peach
9.9,56.8,8.0,sandy,51.3,6.12,Rye
26.9,80.7,66.1,clayey,194.2,6.28,Tomato
18.2,77.8,54.7,sandy,143.5,6.1,Potato
12.2,64.8,25.0,sandy,71.7,6.14,Rye
13.0,64.9,56.8,loamy,95.5,6.4,Oats
27.8,40.6,22.2,red,135.8,6.32,Peach
14.9,62.0,25.5,loamy,211.7,6.57,Rapeseed
16.2,66.8,42.5,loamy,88.8,5.63,Oats
17.7,73.8,50.9,clayey,143.9,6.96,Wheat
17.6,66.8,53.4,black,120.3,6.36,Soybean
25.0,81.5,68.3,clayey,213.7,6.3,Tomato
23.5,78.1,72.7,loamy,178.0,6.1,Tomato
14.8,48.2,28.3,loamy,109.2,7.15,Barley
22.9,57.6,26.9,black,141.2,6.97,Sunflower
16.6,56.8,26.1,black,93.1,6.45,Cherry
24.6,71.6,57.2,sandy,183.1,6.34,Tomato
18.1,65.2,49.0,black,285.5,7.03,Sugar Beet
18.8,66.5,33.7,loamy,164.2,6.73,Rapeseed
17.4,65.4,44.3,loamy,175.9,6.75,Wheat
25.4,77.5,65.6,loamy,162.0,5.72,Tomato
26.1,37.8,24.1,red,113.7,6.23,Peach
16.1,84.9,61.4,sandy,127.3,5.91,Potato
27.5,29.9,12.9,red,157.2,6.43,Peach
20.6,63.6,49.2,loamy,192.6,5.6,Corn
12.5,75.3,66.9,sandy,132.6,5.79,Potato
9.3,55.9,23.1,sandy,53.4,5.72,Rye
14.9,71.0,48.3,black,108.3,5.76,Oats
22.8,44.2,19.7,red,147.8,6.12,Peach
16.1,63.4,44.5,loamy,155.2,7.03,Wheat
20.7,63.0,36.8,loamy,200.1,6.97,Wheat
11.9,59.4,31.8,loamy,88.9,7.55,Barley
12.8,74.5,46.0,red,93.2,6.46,Oats
15.4,48.0,30.2,loamy,94.1,6.57,Cherry
21.0,69.4,66.3,clayey,186.4,5.82,Corn
13.9,70.7,41.9,clayey,106.6,6.41,Oats
9.0,55.8,23.2,sandy,75.2,6.12,Rye
24.4,58.4,62.4,black,177.2,5.99,Corn
24.0,52.8,34.3,loamy,93.4,6.95,Peach
28.1,69.3,59.3,black,201.8,6.28,Tomato
8.2,57.5,23.3,sandy,53.2,6.24,Rye
22.7,68.2,50.0,black,94.2,6.34,Soybean
18.1,69.7,43.2,loamy,132.6,6.57,Wheat
22.1,58.8,51.3,clayey,179.8,6.5,Corn
20.5,63.0,54.3,black,108.9,6.39,Soybean
20.6,55.9,54.2,black,162.8,6.06,Corn
16.0,69.8,43.9,loamy,165.1,5.95,Rapeseed
18.7,53.8,37.6,clayey,119.3,7.64,Sugar Beet
8.8,78.2,42.3,clayey,112.4,5.43,Oats
10.6,56.5,31.2,sandy,83.3,7.15,Barley
28.4,41.4,8.0,red,108.8,6.6,Peach
12.9,57.2,26.4,loamy,99.6,7.01,Barley
13.4,61.8,36.9,clayey,195.8,6.53,Rapeseed
20.1,51.3,36.1,loamy,127.9,6.87,Sunflower
20.3,69.6,52.0,loamy,168.1,5.58,Corn
23.2,82.7,60.7,loamy,175.4,6.2,Tomato
15.0,62.9,21.5,sandy,108.8,7.15,Barley
22.2,52.6,29.2,sandy,140.6,6.61,Sunflower
15.1,63.9,33.5,clayey,221.5,6.73,Rapeseed
15.1,74.7,62.1,loamy,139.5,5.56,Potato
27.4,34.4,18.6,sandy,127.5,6.71,Peach
19.7,58.8,55.9,loamy,161.2,6.49,Corn
10.1,67.0,55.4,clayey,128.3,6.15,Oats
13.4,57.6,26.4,loamy,129.4,6.87,Barley
11.4,60.5,20.7,clayey,120.1,7.12,Barley
17.9,87.1,66.6,sandy,147.1,5.87,Potato
21.4,54.2,37.5,black,108.0,6.8,Sunflower
12.7,83.7,59.9,sandy,133.1,6.03,Potato
13.3,61.2,26.3,clayey,119.3,6.9,Barley
15.6,73.5,42.0,loamy,149.9,6.43,Wheat
24.6,62.9,64.0,loamy,196.2,6.28,Tomato
14.5,76.9,55.3,loamy,122.5,6.09,Potato
17.6,78.2,63.0,sandy,119.2,6.32,Potato
26.8,73.6,60.6,sandy,237.3,6.52,Tomato
18.0,80.2,57.4,sandy,156.4,6.03,Potato
9.8,56.0,19.3,sandy,49.9,5.41,Rye
13.5,62.7,27.1,loamy,173.8,6.94,Rapeseed
16.7,59.7,37.5,loamy,197.7,6.59,Sugar Beet
22.2,60.4,50.4,loamy,182.8,6.66,Corn
27.0,65.1,57.8,black,105.8,6.34,Soybean
23.5,53.4,34.0,black,158.9,6.59,Sunflower
21.9,55.2,57.8,black,203.1,6.18,Corn
8.3,57.3,22.7,sandy,77.1,6.08,Rye
15.5,59.9,33.8,sandy,103.4,6.61,Barley
18.7,76.2,58.4,loamy,120.9,5.71,Potato
17.3,59.4,29.1,loamy,107.9,6.37,Cherry
22.5,50.9,28.7,black,117.0,6.92,Sunflower
18.5,50.0,32.0,loamy,88.9,6.84,Sunflower
16.6,44.2,25.6,loamy,92.4,6.89,Cherry
17.0,58.2,35.9,clayey,168.8,7.06,Rapeseed
14.1,59.6,33.1,clayey,238.8,6.38,Rapeseed
25.1,46.1,20.8,clayey,127.7,6.59,Peach
21.5,51.6,34.9,loamy,126.8,6.86,Sunflower
18.6,58.8,58.1,black,207.1,6.1,Corn
17.3,60.8,35.3,loamy,121.6,6.76,Wheat
25.6,55.5,30.0,sandy,73.1,6.82,Sunflower
20.2,73.4,38.3,loamy,221.6,6.97,Sugar Beet
8.9,52.0,24.9,black,74.0,5.9,Rye
16.8,63.4,53.8,black,195.2,6.46,Corn
17.1,49.1,31.1,loamy,97.8,6.48,Cherry
20.3,59.7,47.9,loamy,158.0,6.72,Corn
10.5,75.7,45.0,clayey,97.9,5.45,Oats
15.1,78.4,48.2,loamy,100.5,5.82,Oats
10.2,67.6,39.5,red,132.0,6.44,Oats
15.7,75.8,66.2,sandy,130.0,5.88,Potato
26.8,46.3,18.8,red,130.7,6.89,Peach
7.2,61.8,22.2,clayey,74.9,5.95,Rye
15.8,66.5,40.3,sandy,96.3,6.51,Wheat
17.7,65.9,44.6,black,125.0,6.3,Wheat
22.5,60.4,55.7,sandy,212.3,6.22,Corn
9.5,57.4,24.1,loamy,48.8,5.88,Rye
11.2,52.1,31.9,loamy,143.3,7.3,Barley
6.4,59.7,21.6,loamy,69.6,6.03,Rye
4.4,56.8,27.7,sandy,73.3,5.47,Rye
24.9,74.0,64.5,loamy,184.3,5.98,Tomato
22.1,49.6,33.5,black,115.3,6.76,Sunflower
10.4,72.4,43.8,clayey,124.2,6.17,Oats
22.6,70.8,55.5,clayey,105.1,5.23,Soybean
23.7,65.2,58.7,loamy,139.1,6.33,Soybean
16.3,75.0,59.8,sandy,126.4,6.26,Potato
17.2,61.1,41.2,loamy,153.8,6.77,Wheat
15.0,66.8,50.4,loamy,110.5,6.01,Oats
12.5,65.1,53.9,loamy,82.0,6.06,Oats
22.4,34.6,27.0,loamy,135.3,6.34,Peach
25.8,74.5,66.3,loamy,219.4,6.02,Tomato
24.9,69.9,53.9,black,94.3,5.5,Soybean
22.6,50.9,33.3,black,172.3,6.62,Sunflower
22.4,47.7,35.1,black,150.5,7.13,Sunflower
15.1,55.4,39.5,loamy,180.4,6.8,Rapeseed
17.9,83.0,62.3,sandy,108.5,5.97,Potato
23.8,75.2,59.2,loamy,159.3,5.9,Tomato
17.0,83.1,63.4,loamy,139.1,5.73,Potato
16.6,84.8,60.8,red,138.1,6.05,Potato
12.6,43.8,35.1,sandy,100.3,7.14,Barley
10.0,53.3,35.9,loamy,87.9,7.18,Barley
16.5,60.0,41.8,loamy,217.6,7.52,Sugar Beet
12.4,55.4,33.9,black,225.0,6.7,Rapeseed
15.8,68.3,39.8,clayey,140.7,6.98,Wheat
11.0,51.7,27.8,black,96.5,6.67,Barley
21.5,82.5,62.5,loamy,176.7,6.04,Tomato
19.7,53.7,52.1,black,166.9,6.24,Corn
22.1,51.5,30.2,black,133.3,6.69,Sunflower
8.2,60.1,27.2,sandy,53.6,5.52,Rye
22.2,52.5,33.2,black,166.4,6.62,Sunflower
22.2,51.9,34.1,black,116.2,6.49,Sunflower
26.0,72.4,55.8,loamy,188.8,6.53,Tomato
24.1,65.8,48.1,black,130.9,6.68,Soybean
13.9,66.1,38.8,loamy,139.6,6.95,Rapeseed
18.6,86.9,67.7,sandy,126.8,5.42,Potato
12.8,78.2,41.8,clayey,89.3,6.27,Oats
6.9,64.6,8.2,sandy,74.4,5.34,Rye
6.0,61.8,25.9,sandy,58.6,5.57,Rye
19.1,50.7,23.6,loamy,91.9,6.96,Cherry
22.1,70.7,64.3,clayey,196.3,6.34,Tomato
13.4,63.0,35.0,loamy,86.5,6.84,Barley
20.8,62.2,53.8,sandy,172.0,6.25,Corn
12.8,79.4,56.0,sandy,127.2,5.3,Potato
12.7,74.6,48.0,clayey,108.1,6.25,Oats
15.3,69.4,55.1,sandy,127.0,5.62,Potato
13.0,47.7,26.3,loamy,93.6,6.91,Cherry
10.7,57.4,22.5,sandy,62.1,5.91,Rye
20.0,67.5,55.6,black,124.0,6.3,Soybean
13.7,47.9,27.8,sandy,77.0,6.72,Cherry
12.5,77.6,48.5,clayey,99.3,6.04,Oats
16.3,48.4,36.7,loamy,128.5,6.77,Cherry
14.3,44.4,24.3,black,122.3,5.96,Cherry
18.6,46.5,19.4,sandy,84.8,6.55,Cherry
26.5,38.5,19.2,red,114.8,7.18,Peach
21.8,59.6,42.0,black,194.6,7.41,Sugar Beet
26.9,51.0,24.6,sandy,105.3,6.19,Peach
13.8,78.9,58.3,loamy,153.3,6.05,Oats
14.0,52.7,35.4,loamy,85.2,6.9,Barley
21.2,68.6,47.1,loamy,114.0,6.49,Soybean
15.6,69.5,35.4,loamy,149.3,6.31,Wheat
11.8,56.5,27.3,loamy,122.3,6.9,Barley
10.1,60.8,25.7,clayey,74.1,5.61,Rye
9.2,64.8,26.1,sandy,60.2,6.17,Rye
18.4,67.3,42.5,clayey,248.7,6.9,Sugar Beet
23.7,78.5,62.7,loamy,207.9,6.22,Tomato
19.2,63.7,47.4,clayey,217.7,6.77,Sugar Beet
15.8,68.2,47.5,black,231.2,6.39,Sugar Beet
16.0,62.0,49.5,black,226.8,7.43,Sugar Beet
13.5,47.3,33.0,loamy,84.4,5.89,Cherry
23.4,59.5,22.1,black,157.9,6.47,Sunflower
24.4,72.6,59.0,loamy,255.7,6.61,Tomato
21.3,65.3,63.9,loamy,124.9,6.23,Soybean
20.1,82.1,62.9,sandy,106.1,5.44,Potato
15.8,67.8,30.9,loamy,176.3,6.74,Wheat
23.2,63.8,59.0,sandy,146.0,6.37,Corn
22.1,66.1,36.6,loamy,262.4,6.95,Sugar Beet
15.5,90.2,52.5,sandy,133.5,5.48,Potato
17.5,69.5,42.6,loamy,152.5,6.85,Wheat
4.5,52.6,19.9,loamy,55.6,5.48,Rye
16.1,56.1,38.5,black,159.6,6.62,Rapeseed
21.1,59.0,42.4,clayey,216.5,6.97,Sugar Beet
7.7,52.1,26.8,sandy,103.5,6.48,Barley
27.7,42.3,21.0,loamy,130.9,6.81,Peach
8.4,57.9,20.6,sandy,61.6,5.68,Rye
20.9,61.5,55.4,loamy,130.8,6.16,Soybean
15.3,61.1,42.7,loamy,164.5,6.22,Wheat
19.6,48.1,53.7,sandy,161.6,6.47,Corn
20.3,74.9,56.8,sandy,128.6,5.58,Potato
18.7,57.6,43.6,black,108.3,6.6,Wheat
13.0,41.5,23.1,loamy,73.4,6.08,Cherry
21.8,74.2,51.9,sandy,123.4,5.83,Potato
8.5,65.3,16.6,loamy,56.6,5.38,Rye
9.6,73.0,51.4,clayey,115.4,6.22,Oats
19.7,59.6,48.5,sandy,175.6,5.97,Corn
13.5,80.4,52.2,clayey,91.9,6.19,Oats
6.0,58.3,17.0,sandy,52.5,5.36,Rye
18.2,88.5,54.9,sandy,136.2,5.28,Potato
16.8,65.9,57.9,sandy,100.6,5.25,Potato
16.9,49.3,54.9,clayey,165.7,6.31,Corn
23.0,50.5,27.4,black,103.2,6.67,Sunflower
19.6,68.9,44.0,loamy,149.6,6.76,Wheat
12.5,78.2,49.1,clayey,126.4,5.36,Oats
21.7,40.7,25.9,black,136.5,6.89,Sunflower
16.4,62.1,38.7,clayey,202.4,7.07,Rapeseed
21.1,76.4,67.0,loamy,140.1,5.68,Potato
19.5,84.7,59.8,sandy,152.9,5.66,Potato
10.7,55.1,23.4,black,72.9,5.71,Rye
14.2,39.1,35.4,loamy,99.4,6.82,Barley
10.4,54.5,21.1,sandy,74.2,6.06,Rye
13.6,51.0,25.3,black,107.0,6.8,Barley
6.6,52.5,18.8,loamy,63.8,5.58,Rye
16.2,56.8,25.9,black,184.2,6.36,Rapeseed
14.4,52.1,24.7,loamy,104.5,7.03,Barley
14.6,62.0,33.8,clayey,143.9,6.54,Rapeseed
21.2,68.6,58.3,red,125.3,6.27,Soybean
16.2,59.1,35.5,loamy,199.9,6.2,Rapeseed
18.8,49.2,33.7,red,120.5,5.61,Cherry
26.5,41.7,21.0,loamy,101.6,6.63,Peach
13.5,50.6,17.2,sandy,106.6,6.82,Barley
19.1,72.4,50.0,clayey,110.4,6.41,Soybean
13.4,60.4,31.9,loamy,130.3,6.51,Wheat
20.3,50.1,36.5,clayey,192.3,6.48,Rapeseed
19.7,61.4,47.6,black,219.3,7.23,Sugar Beet
6.1,63.9,25.7,sandy,66.1,5.32,Rye
14.9,58.1,23.7,loamy,127.1,6.93,Barley
10.1,58.2,24.5,sandy,71.9,5.54,Rye
15.6,57.7,40.1,sandy,213.8,6.8,Rapeseed
9.8,63.1,18.5,sandy,67.1,5.72,Rye
26.9,82.5,63.4,loamy,163.5,6.32,Tomato
14.7,66.4,45.3,loamy,74.0,6.79,Oats
14.2,75.1,57.5,loamy,108.8,6.03,Oats
14.4,75.1,60.5,sandy,120.3,5.9,Potato
9.7,65.4,20.1,sandy,92.6,5.23,Rye
24.8,54.2,25.8,clayey,99.9,6.42,Sunflower
19.2,60.8,42.3,loamy,242.3,6.85,Sugar Beet
15.2,57.5,37.2,loamy,228.8,6.86,Rapeseed
25.4,54.3,27.3,black,154.0,6.93,Sunflower
17.0,67.5,41.8,clayey,146.2,6.21,Wheat
14.2,57.8,41.3,black,201.2,6.54,Rapeseed
13.6,55.1,32.7,loamy,107.0,6.93,Barley
21.6,70.1,58.1,loamy,151.4,6.07,Tomato
19.6,50.4,43.1,sandy,226.3,6.71,Sugar Beet
8.3,50.8,16.5,sandy,49.2,5.47,Rye
15.1,57.6,39.3,sandy,89.7,6.14,Cherry
17.7,43.2,33.4,loamy,121.9,6.63,Cherry
22.7,39.4,20.3,loamy,113.6,6.62,Peach
10.6,60.1,24.2,sandy,75.5,5.38,Rye
7.6,54.6,17.7,sandy,85.7,6.19,Rye
9.7,67.4,50.4,loamy,81.9,6.34,Oats
13.9,63.1,42.1,loamy,187.6,6.49,Rapeseed
14.6,78.3,58.7,clayey,135.9,5.54,Potato
22.9,44.2,29.3,loamy,126.1,7.2,Peach
26.2,47.9,8.1,sandy,107.4,6.47,Peach
10.7,57.8,16.7,clayey,78.6,5.95,Rye
12.1,60.3,32.2,loamy,109.6,6.31,Cherry
14.7,61.4,39.7,loamy,189.4,6.59,Rapeseed
25.9,76.4,68.5,loamy,182.4,6.41,Tomato
23.8,46.6,35.6,black,105.8,6.65,Sunflower
19.4,64.7,40.1,black,224.8,6.93,Sugar Beet
22.9,59.5,54.5,loamy,162.4,6.13,Corn
16.7,63.6,40.5,loamy,239.8,6.24,Rapeseed
26.3,37.9,22.6,red,111.5,6.81,Peach
22.6,51.8,32.4,sandy,104.0,6.57,Sunflower
13.4,49.4,39.6,sandy,93.7,6.9,Barley
19.4,72.9,51.4,black,127.2,6.61,Soybean
12.1,59.2,30.5,clayey,178.6,7.07,Rapeseed
11.9,76.0,46.4,clayey,109.2,5.53,Oats
16.9,58.6,32.4,loamy,103.1,6.9,Cherry
13.1,56.2,23.0,loamy,63.4,5.68,Rye
16.9,52.7,32.3,clayey,221.2,6.46,Rapeseed
19.7,72.6,56.2,black,95.1,5.68,Soybean
24.1,54.4,38.1,black,144.7,6.47,Sunflower
7.2,47.5,31.7,sandy,74.1,5.32,Rye
15.4,58.6,37.7,clayey,210.3,7.1,Rapeseed
29.6,47.6,19.7,loamy,97.3,6.77,Peach
25.9,78.5,61.8,red,203.2,5.9,Tomato
26.7,38.0,24.7,sandy,97.5,6.78,Peach
20.1,58.9,51.5,black,185.2,6.54,Corn
25.2,46.4,24.0,sandy,133.3,6.66,Peach
29.6,39.2,18.2,loamy,129.2,6.73,Peach
13.5,67.9,45.9,clayey,156.6,6.41,Rapeseed
14.1,43.9,26.3,red,69.9,5.92,Cherry
27.2,42.1,15.8,sandy,148.3,6.29,Peach
21.1,70.2,65.3,sandy,169.2,6.4,Tomato
12.6,69.0,48.5,loamy,101.1,6.33,Oats
14.9,68.7,44.9,black,189.3,7.48,Sugar Beet
20.1,52.7,33.9,loamy,123.8,6.74,Sunflower
14.9,49.2,39.1,loamy,103.8,7.03,Cherry
16.4,69.1,62.0,loamy,109.6,5.27,Potato
13.0,88.9,63.8,clayey,125.7,5.78,Potato
25.2,36.5,17.7,loamy,121.2,6.79,Peach
21.3,50.3,32.0,loamy,136.5,6.65,Sunflower
15.3,75.0,34.7,clayey,154.1,6.79,Wheat
25.4,47.1,20.8,loamy,116.3,6.23,Peach
12.9,82.6,54.7,sandy,74.6,6.26,Oats
16.3,70.7,40.4,black,80.8,6.11,Oats
12.1,57.6,36.8,sandy,104.6,7.12,Barley
24.9,70.7,49.3,black,131.1,6.2,Soybean
17.7,83.7,61.1,loamy,93.4,5.72,Potato
8.7,52.1,25.3,loamy,76.6,5.6,Rye
16.3,76.7,62.9,loamy,120.6,5.52,Potato
26.8,41.4,22.5,loamy,100.0,6.1,Peach
23.5,47.2,18.2,loamy,127.5,6.09,Peach
21.2,57.1,52.5,clayey,79.4,6.79,Soybean
15.5,78.1,64.5,sandy,127.0,5.57,Potato
24.3,59.8,42.7,black,188.5,6.39,Corn
20.0,64.9,36.0,loamy,194.1,7.02,Wheat
14.0,53.6,36.8,sandy,132.8,7.09,Barley
21.3,48.4,35.5,loamy,140.6,6.53,Sunflower
19.6,66.4,34.4,clayey,149.8,6.48,Rapeseed
21.5,63.8,42.3,black,272.2,7.04,Sugar Beet
24.8,67.5,46.2,loamy,119.8,6.59,Soybean
26.5,39.5,29.0,red,88.4,6.17,Peach
17.7,61.4,34.8,loamy,223.8,6.81,Wheat
22.3,67.1,58.6,black,98.2,6.37,Soybean
23.1,63.7,56.0,black,82.8,6.14,Soybean
17.0,68.5,43.2,loamy,180.5,6.61,Wheat
23.3,58.0,50.3,sandy,171.8,6.3,Corn
11.5,58.6,39.3,sandy,196.7,6.89,Rapeseed
22.9,42.2,20.3,loamy,114.7,6.47,Peach
20.6,61.9,46.1,loamy,149.5,6.24,Corn
5.3,58.4,20.0,loamy,53.1,5.76,Rye
15.9,66.3,41.0,clayey,109.7,6.75,Wheat
27.0,75.4,41.1,black,107.4,7.1,Soybean
25.6,67.3,58.9,loamy,189.1,6.17,Tomato
7.1,54.9,23.2,sandy,79.6,6.73,Rye
24.2,65.3,49.6,loamy,197.9,7.1,Sugar Beet
13.5,71.4,56.8,clayey,72.8,5.8,Oats
20.1,46.0,34.3,loamy,115.9,7.05,Sunflower
12.3,59.3,30.9,red,89.7,6.86,Barley
17.4,60.4,36.7,sandy,191.6,6.77,Rapeseed
24.4,75.2,66.6,red,191.0,6.6,Tomato
11.4,65.2,28.2,loamy,89.1,6.56,Barley
27.5,39.6,28.2,sandy,143.8,6.56,Peach
19.9,61.5,57.4,black,143.5,6.51,Corn
19.7,72.0,50.1,loamy,157.3,7.39,Sugar Beet
11.5,57.5,24.0,clayey,118.4,7.02,Barley
15.8,62.9,40.2,clayey,149.7,6.57,Wheat
8.3,52.8,22.9,clayey,42.7,5.47,Rye
17.7,59.9,43.9,loamy,201.0,6.92,Sugar Beet
19.0,64.7,53.2,loamy,148.6,6.18,Corn
14.5,66.1,41.3,clayey,194.2,6.03,Rapeseed
15.1,88.9,67.5,sandy,163.3,5.69,Potato
20.5,71.7,47.6,black,107.4,6.53,Soybean
12.6,50.7,31.5,sandy,131.1,6.96,Barley
14.3,68.6,45.3,loamy,154.0,6.39,Wheat
21.9,64.0,63.9,loamy,200.4,6.34,Tomato
9.4,50.3,22.5,sandy,76.6,5.9,Rye
16.2,53.6,25.4,loamy,115.1,6.12,Cherry
25.6,66.1,64.6,loamy,181.5,6.16,Tomato
15.6,64.2,39.6,black,175.9,6.99,Rapeseed
19.3,70.9,45.1,clayey,254.3,7.14,Sugar Beet
14.3,66.5,41.4,loamy,181.6,6.7,Wheat
14.7,65.3,48.1,loamy,175.1,7.3,Sugar Beet
22.7,52.2,32.3,black,128.3,6.49,Sunflower
19.1,72.4,43.7,black,251.5,6.78,Sugar Beet
22.2,68.6,57.2,black,104.7,6.07,Soybean
17.4,68.1,41.6,clayey,211.2,6.82,Rapeseed
10.8,54.0,20.2,loamy,102.9,6.66,Barley
21.1,66.8,59.1,loamy,111.9,6.12,Soybean
6.4,59.4,21.6,loamy,59.5,6.12,Rye
8.5,52.8,18.4,sandy,63.4,6.64,Rye
10.7,46.0,35.8,sandy,109.6,7.58,Barley
14.5,64.4,40.7,loamy,154.8,6.79,Wheat
13.7,67.7,43.6,clayey,129.2,6.57,Wheat
26.2,64.4,68.2,red,181.1,5.89,Tomato
13.9,59.8,40.3,sandy,187.1,6.62,Rapeseed
21.5,68.0,56.9,loamy,98.5,6.55,Soybean
25.3,41.0,28.6,sandy,103.1,7.01,Peach
16.4,75.9,56.5,sandy,170.0,5.84,Potato
27.3,44.3,28.2,sandy,89.1,6.95,Peach
19.6,46.6,28.9,black,116.4,6.32,Sunflower
24.1,69.9,56.5,black,114.1,6.06,Tomato
26.5,40.2,23.8,loamy,138.5,7.04,Peach
13.6,58.7,37.9,loamy,123.7,6.66,Wheat
16.1,56.9,26.4,loamy,92.6,7.06,Barley
20.9,69.5,45.8,black,101.3,6.44,Soybean
10.3,61.8,20.4,sandy,79.9,5.53,Rye
24.3,39.8,26.1,loamy,138.2,7.06,Peach
18.9,68.4,40.7,loamy,156.5,6.75,Wheat
18.9,58.5,49.7,loamy,200.3,6.47,Corn
13.5,66.4,45.6,loamy,213.1,6.62,Rapeseed
15.0,61.5,49.3,clayey,183.5,6.37,Rapeseed
13.2,42.1,29.0,sandy,86.3,6.92,Cherry
22.2,47.1,25.2,loamy,138.7,6.26,Sunflower
27.0,74.0,61.6,loamy,187.0,5.88,Tomato
24.7,40.7,12.7,loamy,133.0,6.9,Peach
23.5,54.1,51.8,clayey,177.3,6.45,Corn
23.8,59.0,62.8,loamy,124.8,6.03,Corn
18.7,68.2,45.1,loamy,148.9,6.75,Sugar Beet
26.4,37.5,25.8,loamy,136.3,6.89,Peach
14.9,58.5,46.4,black,237.5,6.69,Rapeseed
14.8,66.4,49.1,black,200.1,7.01,Rapeseed
21.4,71.9,65.1,loamy,181.5,6.29,Tomato
19.0,45.2,32.1,sandy,118.4,6.76,Cherry
24.1,73.3,51.8,clayey,107.6,6.0,Soybean
18.2,69.3,31.5,loamy,137.9,6.76,Wheat
6.3,56.5,23.5,loamy,68.7,5.34,Rye
20.4,49.7,39.1,black,83.1,6.66,Sunflower
20.7,53.7,51.5,black,140.4,6.5,Soybean
14.6,67.9,37.7,loamy,189.4,6.77,Rapeseed
20.1,83.6,56.5,loamy,158.8,5.62,Potato
22.1,74.2,50.5,sandy,200.6,5.55,Potato
17.0,48.9,25.9,sandy,96.2,6.22,Cherry
21.6,51.2,25.9,clayey,124.8,6.81,Sunflower
8.7,56.3,24.4,sandy,55.7,5.84,Rye
21.2,73.2,47.5,black,120.6,6.09,Soybean
21.5,62.3,45.2,loamy,243.2,7.24,Sugar Beet
18.6,76.4,58.5,loamy,126.7,5.58,Potato
17.7,58.8,37.5,clayey,202.7,6.57,Rapeseed
18.0,52.4,30.4,loamy,114.0,6.94,Cherry
13.2,52.2,24.9,red,134.7,7.13,Barley
9.2,57.8,22.1,sandy,46.5,5.9,Rye
23.3,46.6,36.9,black,110.4,6.62,Sunflower
22.9,61.3,55.3,sandy,200.1,6.79,Corn
12.6,71.0,48.3,clayey,108.2,5.91,Oats
25.0,75.2,69.4,loamy,146.2,5.93,Tomato
19.2,71.8,51.6,sandy,173.3,6.24,Corn
